Full Name,Age,City,Are you currently a student ?,What is your highest/current education level ?,Are you currently employed ?,"If Yes, what is your monthly income ?",Do you use UPI ?,"If yes, how many UPI transactions do you make in a week?",What is your average monthly spending ?,Do you pay rent ?,"If yes, how much you pay monthly ?",How do you pay your rent ?,"Do you pay bills (electricity, mobile, internet) on time?",How much do you spend on mobile recharges monthly?,How many subscriptions do you pay for?,List your paid subscriptions,How often are you unable to pay subscriptions on time?,What phone type do you use?,Phone brand and model ?,How many hours/day do you use your phone?,Do you actively save a portion of your income?,"If yes, how much do you save per month","If you save money, where do you keep your savings ?",Do you use savings tracking applications ?,Which financial apps do you use regularly?,"Do you have any active EMIs or loans (student loan, mobile EMI, etc.)?","If yes, total EMI amount paid per month?","Have you ever used Buy Now Pay Later (BNPL) services (ZestMoney, LazyPay, Simpl)?",Do you have a financial goal you're saving for?,"If yes, what is the goal?",How soon do you aim to achieve this goal (months)?,Do you have an emergency fund that can cover 3+ months of expenses?,"If faced with an emergency, how would you manage funds?",Do you invest in crypto ?,Do you invest in any of the following ?,Do you participate in charity donations or volunteering?,How long have you been living at your current address (months) ?,How long have you been at your current job/college (months)?
Jagdish Ghosh,25,Godda,Yes,PostGraduate,Yes,29000,Yes,24,31000,No,0,,Always,399,0,,Never,Mid-Range,Moto G30,5,No,0,,No,"Jar, Groww",No,0,No,Yes,Travel,19.0,No,Friends,Yes,"Stocks, Other",No,25,22
Ridhi Mangat,25,Mumbai,Yes,PostGraduate,No,0,Yes,35,3500,Yes,8000,Bank Transfer,Always,399,0,,Never,Budget,Samsung M14 5G,10,No,0,,Yes,"Fi, CoinSwitch, Paytm, Groww",No,0,No,Yes,Emergency Fund,13.0,No,Friends,No,Other,Yes,8,28
Anthony Bail,18,Jamshedpur,Yes,UnderGraduate,No,0,Yes,30,8500,No,0,,Always,399,3,"Music, Social Media, Others",Sometimes,Mid-Range,Poco X5 Pro,6,Yes,3000,Investment Products,Yes,"Upstox, Others",No,0,No,Yes,Other,17.0,Yes,Savings,Yes,PPF,No,31,20
Fiyaz Wadhwa,23,Shimla,Yes,UnderGraduate,No,0,Yes,27,3000,No,0,,Always,299,0,,Never,Mid-Range,Moto G30,8,No,0,,No,Groww,No,0,Yes,Yes,Travel,11.0,Yes,Savings,No,,Yes,37,8
Rachita Sibal,25,Kolkata,Yes,PostGraduate,Yes,35000,Yes,14,27500,No,0,,Sometimes,299,0,,Never,Flag-Ship,Realme Narzo 30,9,Yes,7000,Investment Products,Yes,"Fi, Others",No,0,Yes,Yes,Vehicles,10.0,Yes,Savings,No,"PPF, Mutual Funds",No,18,30
Jackson Srivastava,21,Bhopal,Yes,UnderGraduate,Yes,44000,Yes,31,29500,Yes,8000,UPI,Sometimes,299,1,Social Media,Never,Mid-Range,Poco M6 Pro,3,Yes,12500,Bank,No,Fi,Yes,5000,No,Yes,Other,21.0,No,Savings,No,"Fixed Deposits, PPF",No,41,3
Yash Parmar,21,Ranchi,Yes,UnderGraduate,Yes,44000,Yes,29,32000,Yes,6500,UPI,Always,399,3,"Social Media, Educational, Others",Never,Flag-Ship,Samsung A13,10,Yes,10500,Bank,Yes,"Fi, CoinSwitch, Upstox",No,0,No,Yes,Gadget,10.0,Yes,Savings,Yes,,Yes,34,24
Jagat Raman,20,Jamshedpur,Yes,UnderGraduate,No,0,Yes,31,7500,Yes,10000,Bank Transfer,Sometimes,399,0,,Never,Flag-Ship,Moto G60,6,No,0,,Yes,GPay,Yes,8500,No,No,,,Yes,Savings,No,"Mutual Funds, PPF, Fixed Deposits",No,15,22
Jagvi Kata,22,Mysuru,Yes,UnderGraduate,Yes,30000,No,0,20500,Yes,5000,UPI,Always,299,1,Others,Sometimes,Mid-Range,Realme 11 Pro,7,Yes,10500,Bank,No,GPay,No,0,No,Yes,Travel,5.0,No,BNPL,Yes,"Stocks, Other, Mutual Funds",No,35,45
Tripti Vaidya,22,Mangalore,Yes,UnderGraduate,Yes,43000,Yes,30,36000,Yes,4000,UPI,Never,399,0,,Never,Mid-Range,Moto Edge 20,7,Yes,10000,Bank,Yes,"CoinSwitch, Paytm",Yes,1500,No,Yes,Travel,15.0,Yes,Savings,Yes,,No,38,30
Rohan Vora,25,Ghaziabad,Yes,PostGraduate,Yes,20000,Yes,17,15500,No,0,,Always,199,1,Streaming,Never,Mid-Range,Poco F1,7,Yes,6000,Investment Products,No,"Groww, Jar, Others",No,0,No,Yes,Travel,16.0,Yes,Savings,Yes,,No,57,12
Praneel Kant,25,Lucknow,Yes,PostGraduate,Yes,24000,Yes,25,20000,No,0,,Never,249,0,,Never,Mid-Range,Realme Narzo N55,6,Yes,5500,Cash,No,Others,No,0,Yes,No,,,Yes,Savings,No,,No,44,21
Qadim Murthy,23,Guwahati,Yes,UnderGraduate,Yes,17000,Yes,19,14500,No,0,,Always,399,2,"Educational, Social Media",Never,Mid-Range,Realme Narzo N55,6,Yes,3000,Cash,No,"Groww, Paytm, Upstox",Yes,6000,No,No,,,Yes,Savings,Yes,"Mutual Funds, PPF",No,18,39
Oviya Bhandari,23,Madurai,Yes,PostGraduate,Yes,68000,Yes,31,60000,Yes,5000,Bank Transfer,Always,299,2,"Educational, Streaming",Never,Mid-Range,Poco M3 Pro,3,Yes,7000,Bank,Yes,Others,No,0,No,No,,,No,Friends,No,,Yes,21,14
Vamakshi Oommen,21,Nagpur,Yes,UnderGraduate,Yes,30000,Yes,23,21500,No,0,,Always,299,2,"Social Media, Others",Never,Mid-Range,Redmi Note 10,9,Yes,8500,Bank,Yes,"Paytm, Jar, Groww",No,0,No,No,,,No,Friends,No,"Mutual Funds, Other",No,36,40
Jagvi Sinha,23,Tiruchirappalli,Yes,PostGraduate,Yes,24000,Yes,34,18000,Yes,7000,UPI,Always,199,0,,Never,Budget,Realme Narzo 70,6,Yes,6000,Bank,No,"PhonePe, CoinSwitch, Upstox",Yes,8000,No,Yes,Travel,9.0,No,Friends,No,,No,15,20
Hritik Saraf,19,Patna,Yes,UnderGraduate,Yes,19000,Yes,24,15000,No,0,,Always,249,1,Streaming,Never,Budget,Samsung A73,9,Yes,4500,Investment Products,No,"PhonePe, CoinSwitch",No,0,No,No,,,Yes,Savings,No,,Yes,23,27
Ekaja Dora,21,Bhubaneswar,Yes,UnderGraduate,Yes,69000,No,0,54000,Yes,14500,UPI,Always,299,1,Others,Sometimes,Mid-Range,Moto G82,10,Yes,15500,Bank,Yes,CoinSwitch,No,0,No,Yes,Travel,20.0,No,Friends,No,,No,26,22
Shivansh Choudhury,18,Varanasi,Yes,UnderGraduate,No,0,Yes,16,3500,Yes,7500,Bank Transfer,Always,399,1,Others,Sometimes,Mid-Range,Samsung M53,8,No,0,,No,"CoinSwitch, Paytm",No,0,No,No,,,No,BNPL,No,"Stocks, Other, Mutual Funds",Yes,20,3
Irya Batta,24,Tiruchirappalli,Yes,PostGraduate,Yes,33000,Yes,22,27000,Yes,8000,UPI,Always,499,1,Educational,Sometimes,Mid-Range,Moto G60,6,Yes,8500,Cash,Yes,"GPay, Jar",No,0,Yes,No,,,Yes,Savings,No,,No,58,31
Chaaya Ghosh,24,Noida,Yes,UnderGraduate,Yes,36000,Yes,35,34500,No,0,,Always,499,2,"Social Media, Music",Never,Mid-Range,Samsung M12,9,No,0,,Yes,"Jar, Paytm",No,0,No,No,,,Yes,Savings,No,"Other, Mutual Funds",Yes,6,30
Faqid Bali,22,Gwalior,Yes,UnderGraduate,No,0,Yes,19,8500,No,0,,Always,499,1,Educational,Never,Mid-Range,Moto Edge 20,5,No,0,,Yes,"Groww, GPay, Paytm",Yes,1500,No,No,,,Yes,Savings,No,Stocks,No,57,14
Ishani Sahni,18,Ahmedabad,Yes,UnderGraduate,Yes,45000,Yes,11,29500,Yes,14500,UPI,Always,399,2,"Educational, Others",Never,Budget,Samsung M32,8,Yes,14000,Cash,No,Jar,No,0,No,Yes,Gadget,15.0,No,Savings,No,Fixed Deposits,No,28,39
Arin Jaggi,21,Godda,Yes,UnderGraduate,Yes,14000,Yes,11,12500,Yes,13500,UPI,Always,499,2,"Educational, Streaming",Never,Mid-Range,Moto G82,7,Yes,2500,Cash,Yes,PhonePe,No,0,No,No,,,Yes,Savings,No,,Yes,45,38
Omisha Krish,25,Agra,Yes,PostGraduate,Yes,25000,Yes,13,26000,Yes,13000,Bank Transfer,Always,399,0,,Never,Budget,Samsung M51,6,No,0,,Yes,"GPay, Paytm, Groww",No,0,Yes,Yes,Travel,21.0,No,Friends,No,,No,25,13
Charita Tella,19,Jaipur,Yes,UnderGraduate,No,0,Yes,17,6500,Yes,6000,UPI,Always,399,1,Streaming,Sometimes,Budget,Moto G82,8,Yes,2500,Bank,Yes,Jar,No,0,No,No,,,No,Credit Card,No,"Stocks, Other, Fixed Deposits",Yes,50,20
Jack Bhardwaj,23,Amritsar,Yes,PostGraduate,Yes,35000,Yes,23,26500,Yes,11000,Bank Transfer,Always,399,3,"Social Media, Streaming, Music",Never,Flag-Ship,Realme Narzo N55,4,Yes,8500,Bank,Yes,"Upstox, PhonePe",No,0,No,No,,,Yes,Savings,No,"Other, Stocks, Fixed Deposits",No,23,19
Anamika Dey,25,Surat,Yes,PostGraduate,No,0,Yes,19,4000,No,0,,Always,599,0,,Never,Budget,Samsung M14 5G,5,No,0,,Yes,Jar,Yes,6000,No,Yes,Travel,9.0,Yes,Savings,No,Other,Yes,39,25
Adya Dhawan,21,Udaipur,Yes,UnderGraduate,No,0,Yes,21,7500,Yes,7500,UPI,Always,599,1,Music,Never,Mid-Range,Poco X6 Neo,9,Yes,2500,Cash,No,"Upstox, Others",No,0,Yes,Yes,Vehicles,22.0,Yes,Savings,No,,No,28,17
Ucchal Garg,23,Godda,Yes,UnderGraduate,Yes,24000,No,0,18500,Yes,4500,Bank Transfer,Always,299,2,"Others, Streaming",Never,Flag-Ship,Samsung A13,8,Yes,4500,Cash,Yes,"Paytm, Groww",No,0,No,No,,,Yes,Savings,No,Fixed Deposits,Yes,44,19
Zansi Barad,21,Nashik,Yes,UnderGraduate,Yes,17000,Yes,17,12000,Yes,8500,Bank Transfer,Sometimes,299,3,"Music, Educational, Streaming",Sometimes,Mid-Range,Realme 9 Pro,3,Yes,5000,Bank,Yes,"PhonePe, Groww, Upstox",No,0,No,No,,,No,Friends,No,Fixed Deposits,Yes,32,44
Nakul Boase,23,Agra,Yes,PostGraduate,Yes,30000,Yes,10,32500,Yes,11500,Bank Transfer,Always,199,1,Others,Never,Mid-Range,Redmi 10 Prime,10,No,0,,Yes,"CoinSwitch, Groww",Yes,2000,No,Yes,Emergency Fund,16.0,Yes,Savings,No,,Yes,24,25
Meghana Khalsa,25,Salem,Yes,PostGraduate,Yes,32000,Yes,34,33500,Yes,12000,Bank Transfer,Sometimes,399,0,,Never,Flag-Ship,Redmi Note 10 Pro,10,No,0,,Yes,"Upstox, Jar, Groww",No,0,No,Yes,Gadget,17.0,No,Savings,No,PPF,No,13,44
Yatin Borah,22,Visakhapatnam,Yes,UnderGraduate,No,0,Yes,11,8500,Yes,10500,UPI,Always,399,0,,Never,Flag-Ship,Redmi Note 11,3,Yes,1000,Bank,No,"Others, Jar, Upstox",No,0,No,Yes,Travel,15.0,Yes,Savings,No,PPF,Yes,44,8
Shaurya Modi,20,Kolkata,Yes,UnderGraduate,No,0,Yes,17,2000,Yes,11500,UPI,Always,399,2,"Social Media, Others",Never,Flag-Ship,Realme 11 Pro,9,Yes,1000,Bank,No,GPay,No,0,No,Yes,Vehicles,23.0,Yes,Savings,No,,Yes,24,36
Nilima Babu,25,Pune,Yes,PostGraduate,Yes,23000,Yes,22,22500,No,0,,Always,399,0,,Never,Mid-Range,Poco F4,9,No,0,,No,,No,0,No,No,,,Yes,Savings,No,Stocks,No,54,39
Advika Purohit,21,Jaipur,Yes,UnderGraduate,No,0,Yes,12,8500,Yes,10500,UPI,Always,599,0,,Never,Budget,Redmi 10 Prime,9,Yes,1500,Wallet Apps,No,,No,0,No,Yes,Gadget,3.0,No,Friends,No,PPF,Yes,19,22
Brijesh Kant,20,Ghaziabad,Yes,UnderGraduate,Yes,34000,Yes,35,25000,No,0,,Always,299,2,"Music, Social Media",Never,Mid-Range,Poco X6 Neo,3,Yes,8000,Wallet Apps,Yes,Groww,No,0,No,Yes,Travel,21.0,Yes,Savings,No,,Yes,54,43
Chavvi Verma,23,Delhi,Yes,PostGraduate,Yes,14000,Yes,35,13500,Yes,17500,UPI,Always,399,1,Educational,Never,Mid-Range,Samsung M21,7,No,0,,No,"Upstox, GPay, CoinSwitch",Yes,4000,No,No,,,Yes,Savings,No,,Yes,52,47
Abdul Oommen,25,Noida,Yes,PostGraduate,Yes,36000,Yes,18,30000,No,0,,Always,399,2,"Music, Others",Never,Mid-Range,Samsung M12,3,Yes,9000,Cash,Yes,"Upstox, Groww",No,0,Yes,Yes,Travel,7.0,Yes,Savings,Yes,,No,54,45
Tejas Ramakrishnan,22,Mumbai,Yes,UnderGraduate,Yes,39000,Yes,23,37500,No,0,,Sometimes,399,0,,Never,Budget,Poco X5 Pro,5,Yes,5000,Bank,Yes,"Groww, Jar",No,0,Yes,Yes,Emergency Fund,14.0,No,BNPL,No,,Yes,47,41
Bakhshi Char,25,Kanpur,Yes,PostGraduate,Yes,17000,Yes,28,15500,Yes,7500,Others,Always,499,0,,Never,Mid-Range,Poco F4,10,Yes,2500,Bank,Yes,"Groww, PhonePe",No,0,No,Yes,Travel,19.0,Yes,Savings,No,"Other, PPF",No,20,47
Finn Date,25,Delhi,Yes,PostGraduate,No,0,Yes,21,3500,Yes,12500,UPI,Always,399,3,"Streaming, Educational, Music",Never,Mid-Range,Redmi Note 10 Pro,8,No,0,,No,"Fi, CoinSwitch",No,0,No,No,,,Yes,Savings,No,,Yes,7,32
Lavanya Mutti,23,Bhubaneswar,Yes,PostGraduate,Yes,67000,Yes,17,65500,Yes,7000,UPI,Sometimes,499,1,Educational,Sometimes,Mid-Range,Realme Narzo 70,3,Yes,7000,Bank,Yes,Fi,No,0,Yes,Yes,Gadget,4.0,No,Credit Card,Yes,"Stocks, PPF, Fixed Deposits",No,14,18
Faqid Kala,21,Noida,Yes,UnderGraduate,Yes,73000,Yes,10,75000,Yes,20000,Bank Transfer,Always,299,0,,Never,Mid-Range,Moto G40 Fusion,6,No,0,,Yes,Others,No,0,No,No,,,No,BNPL,No,,No,20,27
Vihaan Rajan,25,Kolkata,Yes,PostGraduate,Yes,32000,Yes,15,27500,Yes,14000,UPI,Always,249,3,"Streaming, Social Media, Others",Never,Mid-Range,Poco F4,6,Yes,4000,Bank,Yes,,No,0,No,Yes,Travel,22.0,Yes,Savings,No,Mutual Funds,No,36,28
Viraj Wali,21,Vijayawada,Yes,UnderGraduate,Yes,23000,Yes,26,24500,No,0,,Sometimes,299,2,"Streaming, Music",Sometimes,Flag-Ship,Realme Narzo 70,4,No,0,,Yes,"Jar, Groww, CoinSwitch",No,0,No,Yes,Emergency Fund,19.0,Yes,Savings,No,"PPF, Stocks",No,20,26
Jeremiah Sha,20,Mumbai,Yes,UnderGraduate,Yes,23000,Yes,30,16000,No,0,,Sometimes,299,0,,Never,Mid-Range,Poco F1,9,Yes,7500,Investment Products,No,"Groww, PhonePe",No,0,Yes,No,,,Yes,Savings,Yes,,No,24,41
Chakrika Padmanabhan,22,Indore,Yes,UnderGraduate,Yes,45000,Yes,16,31500,Yes,14000,Bank Transfer,Sometimes,399,2,"Social Media, Educational",Always,Flag-Ship,Samsung A13,8,Yes,14500,Bank,No,Jar,No,0,Yes,No,,,No,Savings,No,Fixed Deposits,No,45,8
Falan Chakraborty,25,Warangal,Yes,PostGraduate,Yes,19000,Yes,10,16500,Yes,10000,UPI,Never,299,2,"Streaming, Social Media",Sometimes,Mid-Range,Moto Edge 20,8,Yes,4000,Bank,Yes,CoinSwitch,No,0,No,No,,,Yes,Savings,No,PPF,No,54,28
Anjali Koshy,18,Ludhiana,Yes,UnderGraduate,Yes,20000,No,0,14500,No,0,,Always,299,0,,Never,Mid-Range,Poco X4 GT,6,Yes,5000,Cash,Yes,,No,0,No,Yes,Emergency Fund,5.0,Yes,Savings,No,Other,No,10,17
Aarav Jha,22,Jaipur,Yes,UnderGraduate,No,0,Yes,22,3500,Yes,9000,UPI,Sometimes,499,2,"Music, Social Media",Sometimes,Mid-Range,Moto G40 Fusion,10,No,0,,Yes,"Jar, CoinSwitch, PhonePe, Groww",No,0,No,Yes,Travel,13.0,Yes,Savings,No,Fixed Deposits,No,55,23
Hema Chander,18,Udaipur,Yes,UnderGraduate,Yes,13000,Yes,29,12500,Yes,12000,UPI,Sometimes,599,1,Streaming,Always,Mid-Range,Redmi Note 12 Pro,4,No,0,,Yes,CoinSwitch,No,0,Yes,Yes,Travel,12.0,Yes,Savings,No,,No,10,34
Reyansh Mitra,18,Kochi,Yes,UnderGraduate,No,0,Yes,34,5000,No,0,,Always,599,2,"Social Media, Others",Sometimes,Mid-Range,Poco X5 Pro,9,No,0,,No,Others,No,0,No,Yes,Gadget,19.0,No,Friends,No,"Fixed Deposits, Other",No,14,6
Abeer Mand,18,Gwalior,Yes,UnderGraduate,No,0,Yes,11,8500,Yes,10000,UPI,Always,249,0,,Never,Mid-Range,Samsung M51,5,Yes,2000,Cash,No,"Groww, CoinSwitch",Yes,4000,No,No,,,Yes,Savings,No,"Stocks, Fixed Deposits",Yes,43,44
Mitesh Thaman,21,Jaipur,Yes,UnderGraduate,No,0,Yes,10,3500,Yes,9000,Cash,Always,299,0,,Never,Mid-Range,Moto G14,3,No,0,,No,Jar,Yes,3500,Yes,No,,,No,Savings,No,"Stocks, Other, Fixed Deposits",No,6,48
Jatin Pradhan,19,Hubli,Yes,UnderGraduate,Yes,36000,Yes,10,31500,Yes,9000,UPI,Always,299,1,Streaming,Never,Mid-Range,Realme Narzo 30,10,Yes,3500,Bank,Yes,Jar,No,0,No,No,,,No,Friends,No,Fixed Deposits,Yes,26,42
Libni Dar,19,Jodhpur,Yes,UnderGraduate,Yes,54000,Yes,29,42500,Yes,11500,UPI,Always,249,1,Music,Never,Budget,Moto G40 Fusion,3,Yes,11000,Bank,Yes,"Groww, Others, GPay",No,0,No,Yes,Travel,8.0,Yes,Savings,No,PPF,Yes,33,10
Yachana Tiwari,18,Srikakulam,Yes,UnderGraduate,Yes,39000,Yes,34,39500,No,0,,Never,599,0,,Never,Mid-Range,Samsung A52,4,No,0,,Yes,"CoinSwitch, PhonePe, Paytm",No,0,Yes,Yes,Emergency Fund,24.0,Yes,Savings,Yes,,Yes,34,5
Lohit Kant,18,Jamshedpur,Yes,UnderGraduate,No,0,Yes,28,4000,Yes,6000,UPI,Sometimes,199,0,,Never,Flag-Ship,Realme Narzo N55,7,No,0,,Yes,"Groww, Jar",No,0,No,Yes,Gadget,3.0,Yes,Savings,No,,Yes,37,17
Lekha Baria,19,Faridabad,Yes,UnderGraduate,Yes,34000,Yes,35,23500,Yes,8000,Bank Transfer,Always,499,1,Others,Never,Budget,Poco X3 Pro,4,Yes,10000,Bank,Yes,,No,0,Yes,Yes,Travel,14.0,Yes,Savings,No,"PPF, Fixed Deposits, Mutual Funds",No,47,21
Zilmil Kala,22,Chandigarh,Yes,UnderGraduate,No,0,Yes,29,4500,Yes,7000,UPI,Always,399,0,,Never,Mid-Range,Realme Narzo 60 Pro,5,No,0,,Yes,Jar,No,0,No,Yes,Emergency Fund,17.0,No,Credit Card,No,Stocks,No,18,29
Kamya Narayan,18,Mysuru,Yes,UnderGraduate,Yes,72000,Yes,15,56500,Yes,9000,UPI,Never,299,0,,Never,Mid-Range,Moto Edge 20,3,Yes,15500,Investment Products,No,"Paytm, PhonePe",No,0,No,Yes,Travel,20.0,No,Friends,Yes,"Stocks, Other",No,59,14
Theodore Badami,18,Pune,Yes,UnderGraduate,Yes,40000,Yes,25,34000,Yes,18000,Cash,Always,299,1,Others,Sometimes,Flag-Ship,Realme Narzo N55,8,Yes,5000,Bank,Yes,"CoinSwitch, PhonePe, Groww",No,0,No,Yes,Other,14.0,Yes,Savings,No,Stocks,No,27,46
Fariq Rege,23,Ludhiana,Yes,UnderGraduate,Yes,30000,Yes,33,18000,No,0,,Sometimes,299,0,,Never,Mid-Range,Moto G30,10,Yes,10500,Bank,No,Others,No,0,No,Yes,Gadget,13.0,Yes,Savings,Yes,,No,33,34
Darpan Kunda,18,Nagpur,Yes,UnderGraduate,Yes,19000,Yes,16,15000,Yes,14000,Bank Transfer,Always,399,1,Music,Never,Budget,Realme Narzo 30,8,Yes,4000,Investment Products,Yes,"Jar, Fi, PhonePe",No,0,No,Yes,Travel,15.0,No,Friends,No,,No,44,47
Noah Garg,24,Ludhiana,Yes,UnderGraduate,Yes,72000,Yes,23,45500,Yes,10500,UPI,Always,399,3,"Music, Educational, Streaming",Never,Budget,Poco F1,3,Yes,25000,Bank,Yes,CoinSwitch,No,0,No,Yes,Emergency Fund,11.0,Yes,Savings,Yes,Fixed Deposits,Yes,58,31
Om Goel,24,Visakhapatnam,Yes,UnderGraduate,Yes,13000,Yes,31,10500,No,0,,Always,299,3,"Educational, Music, Others",Never,Mid-Range,Poco M3 Pro,6,Yes,2000,Bank,No,Paytm,No,0,No,Yes,Gadget,8.0,No,Credit Card,Yes,,Yes,8,35
Abhimanyu Mitter,20,Coimbatore,Yes,UnderGraduate,No,0,Yes,21,6000,No,0,,Always,399,0,,Never,Budget,Redmi Note 10 Pro,3,No,0,,Yes,"GPay, PhonePe, Groww",No,0,No,Yes,Gadget,23.0,Yes,Savings,No,"Other, Stocks, Fixed Deposits",Yes,32,48
Neelima Chaudhari,20,Faridabad,Yes,UnderGraduate,No,0,No,0,8500,Yes,9500,Cash,Always,399,1,Educational,Sometimes,Mid-Range,Poco F4,10,No,0,,Yes,"Groww, Upstox",No,0,No,No,,,Yes,Savings,No,"Other, Stocks, Mutual Funds",No,9,33
Umang Rana,25,Ahmedabad,Yes,PostGraduate,Yes,76000,Yes,30,69500,Yes,4500,UPI,Always,199,0,,Never,Budget,Poco X6 Neo,4,Yes,13500,Investment Products,Yes,"Fi, CoinSwitch",No,0,No,No,,,No,Other,No,"Stocks, Other, PPF",No,24,15
Ishani Kade,23,Ahmedabad,Yes,PostGraduate,Yes,16000,Yes,15,12500,Yes,12500,Cash,Sometimes,299,1,Educational,Sometimes,Flag-Ship,Moto G100,5,Yes,3500,Bank,No,"GPay, Paytm, PhonePe",No,0,No,Yes,Travel,5.0,Yes,Savings,No,"Stocks, Mutual Funds",No,54,15
Baghyawati Bali,21,Lucknow,Yes,UnderGraduate,No,0,Yes,31,7000,Yes,4000,UPI,Always,299,2,"Streaming, Others",Sometimes,Mid-Range,Moto G82,6,No,0,,No,,No,0,Yes,Yes,Other,22.0,No,Credit Card,No,Other,Yes,60,20
Qasim Kunda,19,Godda,Yes,UnderGraduate,Yes,72000,Yes,27,54500,No,0,,Always,399,0,,Never,Flag-Ship,Moto G14,4,Yes,16500,Bank,Yes,CoinSwitch,No,0,Yes,Yes,Travel,20.0,No,Credit Card,No,,No,20,31
Advaith Contractor,21,Guwahati,Yes,UnderGraduate,Yes,30000,Yes,31,27000,No,0,,Sometimes,199,3,"Streaming, Others, Social Media",Sometimes,Mid-Range,Moto G82,7,Yes,5500,Bank,Yes,"Jar, Fi",Yes,8000,No,Yes,Gadget,8.0,Yes,Savings,No,,Yes,34,18
Tamanna Setty,20,Pune,Yes,UnderGraduate,Yes,47000,No,0,49500,No,0,,Always,299,1,Social Media,Sometimes,Flag-Ship,Samsung M32,7,No,0,,No,PhonePe,No,0,No,Yes,Travel,12.0,No,BNPL,No,"Other, Mutual Funds",No,41,46
Karan Lala,19,Thiruvananthapuram,Yes,UnderGraduate,Yes,35000,Yes,10,27500,No,0,,Always,299,0,,Never,Mid-Range,Moto G30,3,Yes,10000,Cash,Yes,"PhonePe, Paytm",No,0,No,No,,,Yes,Savings,No,"PPF, Fixed Deposits, Other",No,21,8
Abha Chahal,22,Dehradun,Yes,UnderGraduate,Yes,27000,Yes,26,23500,No,0,,Always,399,2,"Streaming, Others",Never,Mid-Range,Samsung M21,4,Yes,3000,Investment Products,Yes,"Paytm, CoinSwitch",No,0,No,No,,,No,BNPL,No,"PPF, Mutual Funds",No,26,41
Chaitanya Bala,19,Indore,Yes,UnderGraduate,No,0,Yes,24,8000,Yes,11000,Cash,Always,399,1,Streaming,Always,Mid-Range,Realme GT 2 Pro,10,Yes,2000,Cash,No,"Paytm, Groww",Yes,3500,Yes,No,,,Yes,Savings,Yes,"PPF, Stocks",No,7,20
Netra Lad,19,Lucknow,Yes,UnderGraduate,Yes,40000,Yes,32,30000,Yes,10500,Cash,Always,599,0,,Never,Mid-Range,Moto G40 Fusion,9,Yes,9500,Bank,Yes,,No,0,Yes,Yes,Travel,23.0,No,Credit Card,No,PPF,No,43,41
Ria Krishnan,21,Guwahati,Yes,UnderGraduate,No,0,Yes,35,6000,No,0,,Always,299,0,,Never,Budget,Moto G60,10,No,0,,No,,Yes,4500,No,No,,,No,Credit Card,Yes,"Other, PPF, Mutual Funds",No,11,33
Garima Bhakta,18,Ghaziabad,Yes,UnderGraduate,Yes,44000,Yes,13,31500,No,0,,Sometimes,399,3,"Social Media, Music, Educational",Sometimes,Mid-Range,Redmi Note 11,6,Yes,14500,Bank,Yes,"Jar, Others, PhonePe",No,0,No,Yes,Travel,17.0,No,Other,No,PPF,Yes,9,45
Ayaan Kakar,18,Srikakulam,Yes,UnderGraduate,Yes,14000,Yes,27,10500,No,0,,Always,299,0,,Never,Budget,Redmi 10 Prime,9,Yes,4500,Cash,Yes,Paytm,No,0,Yes,Yes,Gadget,16.0,Yes,Savings,No,,No,6,24
Ethan Sahota,19,Srikakulam,Yes,UnderGraduate,No,0,No,0,4500,Yes,7500,Bank Transfer,Always,199,0,,Never,Mid-Range,Redmi Note 10 Pro,5,No,0,,Yes,"Jar, GPay, Groww, Upstox",No,0,No,No,,,Yes,Savings,No,,No,17,21
Gayathri Jha,23,Meerut,Yes,UnderGraduate,Yes,13000,No,0,10500,No,0,,Always,399,1,Music,Never,Mid-Range,Realme Narzo N55,9,Yes,2000,Wallet Apps,Yes,"Fi, CoinSwitch, GPay",Yes,6000,No,Yes,Other,22.0,No,BNPL,No,"Fixed Deposits, Other, PPF",No,28,23
Kiaan Morar,18,Delhi,Yes,UnderGraduate,Yes,53000,Yes,27,50000,Yes,19500,Bank Transfer,Always,299,3,"Music, Streaming, Educational",Never,Flag-Ship,Realme 9 Pro,6,No,0,,Yes,"Groww, Paytm",No,0,No,No,,,Yes,Savings,No,"Stocks, PPF, Mutual Funds",No,54,36
Matthew Srinivas,22,Kochi,Yes,PostGraduate,No,0,Yes,21,7000,Yes,5000,Bank Transfer,Always,249,0,,Never,Flag-Ship,Redmi Note 10,4,No,0,,No,Others,No,0,No,Yes,Gadget,6.0,Yes,Savings,No,"PPF, Fixed Deposits, Stocks",No,11,16
Vasatika Bedi,21,Hyderabad,Yes,UnderGraduate,Yes,36000,Yes,12,35500,No,0,,Always,299,1,Streaming,Never,Flag-Ship,Realme Narzo 60 Pro,8,No,0,,No,Upstox,No,0,Yes,No,,,Yes,Savings,No,"Other, Stocks, Mutual Funds",Yes,25,23
Niharika Kohli,23,Mumbai,Yes,UnderGraduate,Yes,41000,Yes,33,33500,No,0,,Sometimes,399,0,,Never,Budget,Moto G14,9,Yes,6500,Bank,Yes,Groww,No,0,No,Yes,Emergency Fund,14.0,No,Credit Card,No,,No,36,32
Ayaan Badal,23,Vijayawada,Yes,UnderGraduate,No,0,Yes,11,2000,No,0,,Always,249,1,Others,Never,Mid-Range,Moto G40 Fusion,5,Yes,3000,Bank,No,"GPay, PhonePe",No,0,No,Yes,Gadget,21.0,No,BNPL,No,"Other, Mutual Funds, Stocks",Yes,48,37
